T_ANALF15M,T_ATRASO_2_BASICO,T_FUND18M,AGUA_ESGOTO,T_DENS,T_LIXO,GINI,PPOB,T_FUNDIN18MINF,P_FORMAL,T_DES18M,RAZDEP,IDHM
3.05,20.8,56.21,0.0,26.7,100.0,0.41,23.47,28.92,76.47,3.61,40.78,0.71
2.82,15.8,60.11,0.0,20.4,100.0,0.46,15.02,25.5,76.11,5.85,40.78,0.768
3.38,15.8,60.11,0.0,20.4,100.0,0.46,15.02,25.5,76.11,5.85,37.55,0.768
3.34,11.45,67.89,0.0,17.13,100.0,0.42,11.45,22.24,74.91,9.26,42.87,0.791
2.53,15.8,60.11,0.0,20.4,100.0,0.46,15.02,25.5,76.11,5.85,37.42,0.768
2.73,20.8,56.21,0.0,26.7,100.0,0.41,23.47,28.92,76.47,3.61,35.21,0.71
7.28,21.37,43.6,0.0,25.47,98.65,0.35,26.84,38.14,69.51,11.92,41.14,0.676
5.95,21.37,43.6,0.0,25.47,98.65,0.35,26.84,38.14,69.51,11.92,48.37,0.676
3.06,15.8,60.11,0.0,20.4,100.0,0.46,15.02,25.5,76.11,5.85,38.9,0.768
3.27,15.8,60.11,0.0,20.4,100.0,0.46,15.02,25.5,76.11,5.85,40.19,0.768
1.58,12.49,79.22,0.0,12.74,100.0,0.43,6.43,13.32,75.6,6.18,35.78,0.829
1.17,9.16,82.52,0.0,6.61,100.0,0.5,5.17,11.55,75.32,4.35,29.78,0.866
1.18,9.16,82.52,0.0,6.61,100.0,0.5,5.17,11.55,75.32,4.35,30.59,0.866
1.56,21.44,70.95,0.0,15.77,100.0,0.43,6.24,20.42,73.38,5.42,35.45,0.813
1.61,21.44,70.95,0.0,15.77,100.0,0.43,6.24,20.42,73.38,5.42,35.37,0.813
1.5,21.44,70.95,0.0,15.77,100.0,0.43,6.24,20.42,73.38,5.42,37.26,0.813
1.24,12.49,79.22,0.0,12.74,100.0,0.43,6.43,13.32,75.6,6.18,32.92,0.829
0.74,4.62,94.08,0.0,1.15,100.0,0.42,1.43,2.81,77.25,3.35,26.51,0.943
0.47,5.87,93.03,0.0,1.4,100.0,0.43,0.69,5.33,76.63,4.96,34.79,0.929
4.67,11.0,85.41,0.0,5.97,100.0,0.49,2.56,10.81,78.88,5.23,36.12,0.894
2.04,11.0,85.41,0.0,5.97,100.0,0.49,2.56,10.81,78.88,5.23,39.17,0.894
0.5,7.78,88.99,0.0,4.02,99.77,0.48,2.81,6.33,78.11,3.68,31.2,0.905
1.14,7.78,88.99,0.0,4.02,99.77,0.48,2.81,6.33,78.11,3.68,38.67,0.905
0.79,5.79,89.68,0.0,2.75,100.0,0.49,1.09,8.08,74.6,4.72,32.24,0.914
1.0,5.71,85.56,0.0,6.18,100.0,0.47,4.65,10.11,76.18,5.59,29.55,0.879
0.77,8.9,88.37,0.0,9.39,100.0,0.5,3.37,9.09,77.09,6.08,32.82,0.887
2.91,5.71,85.56,0.0,6.18,100.0,0.47,4.65,10.11,76.18,5.59,41.42,0.879
2.28,8.01,76.11,0.0,11.41,99.94,0.46,6.77,16.63,74.62,4.04,37.41,0.832
0.97,5.71,85.56,0.0,6.18,100.0,0.47,4.65,10.11,76.18,5.59,37.44,0.879
1.41,8.01,76.11,0.0,11.41,99.94,0.46,6.77,16.63,74.62,4.04,32.1,0.832
12.76,22.95,37.29,0.47,36.02,98.57,0.4,41.19,34.72,71.42,9.39,59.39,0.617
6.14,20.07,44.69,0.92,32.96,97.37,0.39,32.14,35.49,68.9,7.51,42.52,0.661
7.07,17.52,39.88,0.77,41.85,93.83,0.42,39.78,37.79,72.73,8.18,57.27,0.65
9.05,20.07,44.69,0.92,32.96,97.37,0.39,32.14,35.49,68.9,7.51,46.79,0.661
11.23,22.95,37.29,0.47,36.02,98.57,0.4,41.19,34.72,71.42,9.39,51.0,0.617
9.02,20.07,44.69,0.92,32.96,97.37,0.39,32.14,35.49,68.9,7.51,37.86,0.661
9.02,20.07,44.69,0.92,32.96,97.37,0.39,32.14,35.49,68.9,7.51,41.7,0.661
3.8,22.74,43.16,0.23,33.95,99.88,0.49,33.27,31.77,75.85,4.63,37.22,0.683
4.7,20.07,44.69,0.92,32.96,97.37,0.39,32.14,35.49,68.9,7.51,46.07,0.661
8.59,20.07,44.69,0.92,32.96,97.37,0.39,32.14,35.49,68.9,7.51,43.03,0.661
7.51,20.07,44.69,0.92,32.96,97.37,0.39,32.14,35.49,68.9,7.51,47.54,0.661
3.87,13.86,57.9,0.0,24.17,99.82,0.45,16.34,27.63,72.3,6.33,38.55,0.763
4.8,8.01,76.11,0.0,11.41,99.94,0.46,6.77,16.63,74.62,4.04,41.55,0.832
2.7,9.97,68.22,0.0,14.91,100.0,0.49,14.3,23.68,68.0,7.28,33.8,0.808
2.05,9.97,68.22,0.0,14.91,100.0,0.49,14.3,23.68,68.0,7.28,33.75,0.808
3.4,13.86,57.9,0.0,24.17,99.82,0.45,16.34,27.63,72.3,6.33,38.7,0.763
2.04,9.97,68.22,0.0,14.91,100.0,0.49,14.3,23.68,68.0,7.28,33.94,0.808
3.22,9.97,68.22,0.0,14.91,100.0,0.49,14.3,23.68,68.0,7.28,44.27,0.808
2.89,9.97,68.22,0.0,14.91,100.0,0.49,14.3,23.68,68.0,7.28,35.16,0.808
4.29,22.74,43.16,0.23,33.95,99.88,0.49,33.27,31.77,75.85,4.63,41.59,0.683
3.89,20.8,56.21,0.0,26.7,100.0,0.41,23.47,28.92,76.47,3.61,43.38,0.71
5.16,13.86,57.9,0.0,24.17,99.82,0.45,16.34,27.63,72.3,6.33,42.93,0.763
3.86,13.86,57.9,0.0,24.17,99.82,0.45,16.34,27.63,72.3,6.33,40.73,0.763
3.78,20.8,56.21,0.0,26.7,100.0,0.41,23.47,28.92,76.47,3.61,41.35,0.71
4.2,13.86,57.9,0.0,24.17,99.82,0.45,16.34,27.63,72.3,6.33,42.1,0.763
12.51,22.95,37.29,0.47,36.02,98.57,0.4,41.19,34.72,71.42,9.39,50.68,0.617
6.67,18.45,48.15,0.34,30.9,99.9,0.39,24.57,33.31,70.11,7.31,46.82,0.685
9.85,17.52,39.88,0.77,41.85,93.83,0.42,39.78,37.79,72.73,8.18,42.63,0.65
5.71,17.52,39.88,0.77,41.85,93.83,0.42,39.78,37.79,72.73,8.18,41.7,0.65
9.33,22.95,37.29,0.47,36.02,98.57,0.4,41.19,34.72,71.42,9.39,50.61,0.617
13.19,22.95,37.29,0.47,36.02,98.57,0.4,41.19,34.72,71.42,9.39,49.63,0.617
10.23,22.95,37.29,0.47,36.02,98.57,0.4,41.19,34.72,71.42,9.39,48.77,0.617
6.02,18.45,48.15,0.34,30.9,99.9,0.39,24.57,33.31,70.11,7.31,45.45,0.685
10.17,17.52,39.88,0.77,41.85,93.83,0.42,39.78,37.79,72.73,8.18,50.66,0.65
6.64,18.45,48.15,0.34,30.9,99.9,0.39,24.57,33.31,70.11,7.31,43.06,0.685
5.33,18.45,48.15,0.34,30.9,99.9,0.39,24.57,33.31,70.11,7.31,42.21,0.685
5.44,18.45,48.15,0.34,30.9,99.9,0.39,24.57,33.31,70.11,7.31,43.27,0.685
6.63,18.45,48.15,0.34,30.9,99.9,0.39,24.57,33.31,70.11,7.31,39.0,0.685
2.93,18.45,48.15,0.34,30.9,99.9,0.39,24.57,33.31,70.11,7.31,36.76,0.685
7.77,18.45,48.15,0.34,30.9,99.9,0.39,24.57,33.31,70.11,7.31,33.33,0.685
6.17,18.45,48.15,0.34,30.9,99.9,0.39,24.57,33.31,70.11,7.31,41.33,0.685
4.78,18.45,48.15,0.34,30.9,99.9,0.39,24.57,33.31,70.11,7.31,44.32,0.685
3.47,12.82,65.55,0.0,19.51,100.0,0.44,13.07,23.63,72.89,6.79,36.87,0.771
4.07,15.05,61.49,0.0,19.76,99.82,0.4,12.85,25.98,71.91,6.83,39.4,0.749
3.48,13.25,61.22,2.35,19.52,100.0,0.47,18.93,26.68,68.17,7.64,39.31,0.748
2.52,14.27,59.9,0.07,16.03,100.0,0.46,16.24,27.91,74.28,6.29,39.16,0.765
1.74,8.7,75.88,0.0,13.46,100.0,0.47,7.49,16.54,74.6,7.94,34.87,0.83
1.66,8.7,75.88,0.0,13.46,100.0,0.47,7.49,16.54,74.6,7.94,32.75,0.83
0.94,8.01,76.11,0.0,11.41,99.94,0.46,6.77,16.63,74.62,4.04,31.02,0.832
3.36,15.05,61.49,0.0,19.76,99.82,0.4,12.85,25.98,71.91,6.83,36.71,0.749
3.98,12.23,57.38,0.0,22.91,99.86,0.37,20.22,27.3,73.29,6.17,40.72,0.721
2.43,12.82,65.55,0.0,19.51,100.0,0.44,13.07,23.63,72.89,6.79,37.92,0.771
2.66,15.05,61.49,0.0,19.76,99.82,0.4,12.85,25.98,71.91,6.83,37.81,0.749
1.96,15.05,61.49,0.0,19.76,99.82,0.4,12.85,25.98,71.91,6.83,34.47,0.749
2.78,9.97,68.22,0.0,14.91,100.0,0.49,14.3,23.68,68.0,7.28,38.08,0.808
1.21,9.16,82.52,0.0,6.61,100.0,0.5,5.17,11.55,75.32,4.35,33.35,0.866
1.77,8.7,75.88,0.0,13.46,100.0,0.47,7.49,16.54,74.6,7.94,35.29,0.83
1.72,9.97,68.22,0.0,14.91,100.0,0.49,14.3,23.68,68.0,7.28,36.26,0.808
1.35,11.0,85.41,0.0,5.97,100.0,0.49,2.56,10.81,78.88,5.23,32.41,0.894
3.12,12.23,57.38,0.0,22.91,99.86,0.37,20.22,27.3,73.29,6.17,41.68,0.721
7.72,23.32,47.85,2.16,32.41,95.58,0.38,39.23,36.53,69.44,11.1,50.2,0.657
5.42,16.75,52.87,0.49,23.29,99.67,0.41,24.68,30.23,72.82,9.46,40.43,0.712
1.43,12.13,82.18,0.0,6.26,100.0,0.54,5.63,12.27,76.45,4.93,34.47,0.88
4.16,12.56,68.9,0.06,18.44,99.3,0.47,13.77,19.68,70.75,6.26,38.09,0.794
7.21,16.75,52.87,0.49,23.29,99.67,0.41,24.68,30.23,72.82,9.46,43.51,0.712
6.65,22.14,57.57,1.16,23.46,98.34,0.4,20.48,26.54,72.85,7.43,41.35,0.729
5.86,13.7,50.49,1.57,27.56,98.54,0.4,28.84,33.06,68.18,10.04,48.26,0.691
1.33,8.84,74.38,0.06,9.46,98.98,0.51,8.83,17.38,72.44,5.91,30.17,0.843
6.99,13.7,50.49,1.57,27.56,98.54,0.4,28.84,33.06,68.18,10.04,38.54,0.691
5.39,23.32,47.85,2.16,32.41,95.58,0.38,39.23,36.53,69.44,11.1,43.24,0.657
2.36,12.56,68.9,0.06,18.44,99.3,0.47,13.77,19.68,70.75,6.26,34.92,0.794
4.88,12.56,68.9,0.06,18.44,99.3,0.47,13.77,19.68,70.75,6.26,38.36,0.794
4.41,12.56,68.9,0.06,18.44,99.3,0.47,13.77,19.68,70.75,6.26,36.66,0.794
2.4,8.84,74.38,0.06,9.46,98.98,0.51,8.83,17.38,72.44,5.91,35.99,0.843
1.93,8.84,74.38,0.06,9.46,98.98,0.51,8.83,17.38,72.44,5.91,41.83,0.843
11.0,26.1,42.53,0.5,32.35,98.17,0.39,43.8,40.42,69.11,16.6,54.19,0.641
10.38,8.84,74.38,0.06,9.46,98.98,0.51,8.83,17.38,72.44,5.91,39.0,0.843
9.51,13.7,50.49,1.57,27.56,98.54,0.4,28.84,33.06,68.18,10.04,49.13,0.691
11.41,23.32,47.85,2.16,32.41,95.58,0.38,39.23,36.53,69.44,11.1,56.5,0.657
8.51,12.9,52.87,0.6,35.08,99.24,0.38,36.24,31.22,72.55,12.81,41.94,0.693
5.76,12.36,60.13,0.17,18.52,99.89,0.42,19.84,25.61,74.26,7.9,40.84,0.741
7.61,12.9,52.87,0.6,35.08,99.24,0.38,36.24,31.22,72.55,12.81,44.66,0.693
6.29,12.9,52.87,0.6,35.08,99.24,0.38,36.24,31.22,72.55,12.81,44.39,0.693
2.95,12.9,52.87,0.6,35.08,99.24,0.38,36.24,31.22,72.55,12.81,37.93,0.693
4.7,19.7,58.31,0.17,20.78,99.75,0.36,18.58,27.15,71.93,8.21,38.99,0.73
2.71,4.11,65.88,0.0,15.69,99.92,0.35,13.74,22.01,74.74,7.34,36.57,0.777
4.24,12.36,60.13,0.17,18.52,99.89,0.42,19.84,25.61,74.26,7.9,39.81,0.741
2.96,4.11,65.88,0.0,15.69,99.92,0.35,13.74,22.01,74.74,7.34,35.54,0.777
1.84,12.56,68.9,0.06,18.44,99.3,0.47,13.77,19.68,70.75,6.26,30.39,0.794
6.37,19.78,47.85,1.52,32.61,96.78,0.38,37.6,33.56,70.19,8.61,46.35,0.669
7.14,19.78,47.85,1.52,32.61,96.78,0.38,37.6,33.56,70.19,8.61,45.33,0.669
1.26,12.13,82.18,0.0,6.26,100.0,0.54,5.63,12.27,76.45,4.93,37.15,0.88
4.67,16.65,62.02,0.0,20.6,99.8,0.39,19.11,24.82,70.94,6.54,40.42,0.749
2.97,7.65,68.72,0.34,12.59,99.66,0.37,12.05,21.72,75.36,9.49,36.04,0.778
5.24,14.72,53.82,0.05,31.22,99.6,0.37,28.85,29.21,70.75,8.1,45.98,0.697
4.49,9.43,56.5,0.0,24.31,99.11,0.46,20.34,28.09,71.92,8.72,39.95,0.747
7.54,8.84,74.38,0.06,9.46,98.98,0.51,8.83,17.38,72.44,5.91,46.13,0.843
7.31,19.78,47.85,1.52,32.61,96.78,0.38,37.6,33.56,70.19,8.61,43.06,0.669
3.44,12.56,68.9,0.06,18.44,99.3,0.47,13.77,19.68,70.75,6.26,38.84,0.794
0.3,8.84,74.38,0.06,9.46,98.98,0.51,8.83,17.38,72.44,5.91,30.93,0.843
0.94,8.84,74.38,0.06,9.46,98.98,0.51,8.83,17.38,72.44,5.91,32.05,0.843
0.78,8.84,74.38,0.06,9.46,98.98,0.51,8.83,17.38,72.44,5.91,37.03,0.843
8.35,15.67,45.04,0.0,30.02,93.86,0.39,35.26,34.03,73.64,10.13,46.57,0.672
4.63,13.94,54.15,0.0,19.98,98.87,0.39,28.1,29.73,76.05,8.73,41.44,0.719
1.19,8.84,74.38,0.06,9.46,98.98,0.51,8.83,17.38,72.44,5.91,30.1,0.843
7.54,23.32,47.85,2.16,32.41,95.58,0.38,39.23,36.53,69.44,11.1,51.3,0.657
5.71,13.7,50.49,1.57,27.56,98.54,0.4,28.84,33.06,68.18,10.04,44.48,0.691
3.94,10.17,67.12,0.24,20.54,100.0,0.43,17.58,22.18,73.61,6.96,39.27,0.769
8.99,23.32,47.85,2.16,32.41,95.58,0.38,39.23,36.53,69.44,11.1,61.7,0.657
6.06,16.76,55.41,0.53,28.65,98.38,0.38,27.59,27.43,73.15,9.47,45.1,0.716
10.87,23.32,47.85,2.16,32.41,95.58,0.38,39.23,36.53,69.44,11.1,43.49,0.657
8.77,23.32,47.85,2.16,32.41,95.58,0.38,39.23,36.53,69.44,11.1,46.88,0.657
4.46,22.14,57.57,1.16,23.46,98.34,0.4,20.48,26.54,72.85,7.43,39.53,0.729
11.16,23.32,47.85,2.16,32.41,95.58,0.38,39.23,36.53,69.44,11.1,69.6,0.657
10.87,13.7,50.49,1.57,27.56,98.54,0.4,28.84,33.06,68.18,10.04,30.74,0.691
5.84,12.56,68.9,0.06,18.44,99.3,0.47,13.77,19.68,70.75,6.26,42.82,0.794
6.32,22.14,57.57,1.16,23.46,98.34,0.4,20.48,26.54,72.85,7.43,41.68,0.729
8.58,23.32,47.85,2.16,32.41,95.58,0.38,39.23,36.53,69.44,11.1,46.45,0.657
9.86,23.32,47.85,2.16,32.41,95.58,0.38,39.23,36.53,69.44,11.1,50.26,0.657
1.41,9.62,93.47,0.0,1.23,100.0,0.51,2.89,2.55,71.73,3.48,33.62,0.951
3.97,19.47,54.74,0.0,19.69,99.09,0.39,13.64,28.05,73.55,3.66,40.37,0.727
0.17,9.62,93.47,0.0,1.23,100.0,0.51,2.89,2.55,71.73,3.48,37.61,0.951
3.85,9.54,81.99,0.4,9.32,99.88,0.56,6.71,11.87,74.8,2.76,39.32,0.894
10.74,22.49,38.84,2.87,22.34,98.04,0.44,26.6,43.5,55.89,7.83,48.23,0.682
4.19,12.18,69.68,0.0,13.11,98.33,0.62,11.49,19.8,79.02,2.82,39.76,0.844
6.18,22.49,38.84,2.87,22.34,98.04,0.44,26.6,43.5,55.89,7.83,42.58,0.682
9.83,22.49,38.84,2.87,22.34,98.04,0.44,26.6,43.5,55.89,7.83,44.12,0.682
3.51,20.94,60.15,5.1,20.45,97.45,0.46,19.64,25.07,70.81,4.48,43.12,0.75
10.97,27.41,37.36,2.38,32.77,85.96,0.43,47.82,45.44,61.4,10.54,50.04,0.63
5.87,23.09,52.42,0.83,18.46,97.67,0.41,26.83,32.54,68.12,4.64,47.15,0.712
5.77,27.41,37.36,2.38,32.77,85.96,0.43,47.82,45.44,61.4,10.54,47.6,0.63
6.42,27.41,37.36,2.38,32.77,85.96,0.43,47.82,45.44,61.4,10.54,46.93,0.63
2.38,23.09,52.42,0.83,18.46,97.67,0.41,26.83,32.54,68.12,4.64,50.76,0.712
4.04,18.62,58.55,0.12,21.79,98.14,0.39,20.88,29.16,75.06,7.22,40.18,0.745
2.41,13.13,66.83,0.16,12.35,99.17,0.47,12.95,24.65,75.92,5.18,46.77,0.806
6.46,19.71,49.1,1.59,20.76,98.24,0.4,28.29,33.62,69.75,6.23,46.62,0.695
4.92,16.32,58.01,0.5,18.77,98.3,0.45,22.43,25.73,72.53,6.28,42.56,0.747
1.11,14.94,75.44,0.0,10.19,99.69,0.5,8.17,16.35,75.06,5.32,32.81,0.828
0.0,9.54,81.99,0.4,9.32,99.88,0.56,6.71,11.87,74.8,2.76,20.52,0.894
1.55,13.28,75.49,0.0,10.67,100.0,0.46,8.86,19.23,72.3,7.2,32.38,0.831
0.51,10.08,79.08,0.0,5.67,99.93,0.43,6.78,14.01,75.75,5.39,31.98,0.846
1.2,7.78,88.99,0.0,4.02,99.77,0.48,2.81,6.33,78.11,3.68,30.01,0.905
2.44,14.94,75.44,0.0,10.19,99.69,0.5,8.17,16.35,75.06,5.32,35.91,0.828
6.58,21.46,44.0,0.77,32.75,97.18,0.39,39.42,33.54,70.38,8.93,45.58,0.64
8.54,21.46,44.0,0.77,32.75,97.18,0.39,39.42,33.54,70.38,8.93,46.19,0.64
10.45,19.07,40.09,0.0,31.92,98.98,0.46,43.24,38.33,74.48,15.68,45.63,0.66
6.04,21.46,44.0,0.77,32.75,97.18,0.39,39.42,33.54,70.38,8.93,52.3,0.64
6.83,16.16,48.54,0.15,29.09,99.38,0.42,33.4,32.86,73.31,11.27,45.19,0.69
8.8,21.46,44.0,0.77,32.75,97.18,0.39,39.42,33.54,70.38,8.93,47.74,0.64
10.9,21.46,44.0,0.77,32.75,97.18,0.39,39.42,33.54,70.38,8.93,53.05,0.64
5.17,16.16,48.54,0.15,29.09,99.38,0.42,33.4,32.86,73.31,11.27,44.01,0.69
1.57,15.88,71.15,0.0,9.74,100.0,0.41,9.27,20.24,73.44,5.91,35.89,0.806
4.65,17.89,61.56,0.47,19.56,99.68,0.41,13.65,25.41,73.72,4.39,39.59,0.747
10.37,16.16,48.54,0.15,29.09,99.38,0.42,33.4,32.86,73.31,11.27,42.74,0.69
2.99,19.67,58.35,0.0,17.78,99.85,0.4,17.84,30.6,73.14,6.02,36.7,0.735
2.63,17.89,61.56,0.47,19.56,99.68,0.41,13.65,25.41,73.72,4.39,38.73,0.747
1.49,15.88,71.15,0.0,9.74,100.0,0.41,9.27,20.24,73.44,5.91,36.1,0.806
3.13,15.47,63.15,0.26,17.58,99.76,0.45,16.6,24.27,72.72,6.69,36.93,0.769
2.13,10.02,68.34,0.0,18.91,100.0,0.4,9.9,23.28,77.08,6.46,38.85,0.79
3.87,16.75,57.61,1.61,23.1,99.14,0.42,19.27,27.84,66.12,7.42,37.83,0.736
5.58,16.03,50.76,0.56,28.35,99.74,0.37,25.18,30.43,69.83,6.89,40.21,0.694
3.45,12.35,55.0,0.0,22.96,99.46,0.4,19.27,29.45,68.02,5.62,38.65,0.729
4.11,16.03,50.76,0.56,28.35,99.74,0.37,25.18,30.43,69.83,6.89,40.42,0.694
8.2,21.46,44.0,0.77,32.75,97.18,0.39,39.42,33.54,70.38,8.93,49.2,0.64
8.56,21.46,44.0,0.77,32.75,97.18,0.39,39.42,33.54,70.38,8.93,51.71,0.64
7.27,21.46,44.0,0.77,32.75,97.18,0.39,39.42,33.54,70.38,8.93,43.33,0.64
2.74,11.58,64.46,0.0,15.08,100.0,0.41,10.95,23.16,73.1,6.11,36.68,0.781
1.88,18.98,69.55,0.0,18.16,100.0,0.53,9.74,21.07,74.04,6.93,34.06,0.806
2.53,11.58,64.46,0.0,15.08,100.0,0.41,10.95,23.16,73.1,6.11,33.07,0.781
3.14,14.94,75.44,0.0,10.19,99.69,0.5,8.17,16.35,75.06,5.32,33.48,0.828
6.59,16.16,48.54,0.15,29.09,99.38,0.42,33.4,32.86,73.31,11.27,39.1,0.69
5.73,21.46,44.0,0.77,32.75,97.18,0.39,39.42,33.54,70.38,8.93,52.55,0.64
10.57,16.16,48.54,0.15,29.09,99.38,0.42,33.4,32.86,73.31,11.27,45.23,0.69
8.31,21.46,44.0,0.77,32.75,97.18,0.39,39.42,33.54,70.38,8.93,51.09,0.64
6.29,21.46,44.0,0.77,32.75,97.18,0.39,39.42,33.54,70.38,8.93,50.52,0.64
3.57,21.46,44.0,0.77,32.75,97.18,0.39,39.42,33.54,70.38,8.93,40.95,0.64
1.42,14.26,78.28,0.13,11.87,99.79,0.5,7.22,15.49,74.03,5.78,31.71,0.84
1.76,14.94,75.44,0.0,10.19,99.69,0.5,8.17,16.35,75.06,5.32,32.26,0.828
1.38,14.94,75.44,0.0,10.19,99.69,0.5,8.17,16.35,75.06,5.32,34.14,0.828
1.39,14.94,75.44,0.0,10.19,99.69,0.5,8.17,16.35,75.06,5.32,35.15,0.828
0.83,9.54,81.99,0.4,9.32,99.88,0.56,6.71,11.87,74.8,2.76,29.88,0.894
0.9,14.94,75.44,0.0,10.19,99.69,0.5,8.17,16.35,75.06,5.32,26.71,0.828
3.71,12.35,55.0,0.0,22.96,99.46,0.4,19.27,29.45,68.02,5.62,40.71,0.729
6.14,16.03,50.76,0.56,28.35,99.74,0.37,25.18,30.43,69.83,6.89,40.02,0.694
13.63,16.16,48.54,0.15,29.09,99.38,0.42,33.4,32.86,73.31,11.27,49.84,0.69
7.32,16.03,50.76,0.56,28.35,99.74,0.37,25.18,30.43,69.83,6.89,44.53,0.694
5.9,16.03,50.76,0.56,28.35,99.74,0.37,25.18,30.43,69.83,6.89,40.46,0.694
4.65,16.03,50.76,0.56,28.35,99.74,0.37,25.18,30.43,69.83,6.89,42.19,0.694
4.06,12.35,55.0,0.0,22.96,99.46,0.4,19.27,29.45,68.02,5.62,43.68,0.729
2.46,17.89,61.56,0.47,19.56,99.68,0.41,13.65,25.41,73.72,4.39,41.4,0.747
3.58,21.46,44.0,0.77,32.75,97.18,0.39,39.42,33.54,70.38,8.93,50.67,0.64
1.42,15.88,71.15,0.0,9.74,100.0,0.41,9.27,20.24,73.44,5.91,35.33,0.806
2.13,10.02,68.34,0.0,18.91,100.0,0.4,9.9,23.28,77.08,6.46,36.04,0.79
2.04,11.58,64.46,0.0,15.08,100.0,0.41,10.95,23.16,73.1,6.11,38.63,0.781
1.34,11.58,64.46,0.0,15.08,100.0,0.41,10.95,23.16,73.1,6.11,34.39,0.781
1.4,10.08,79.08,0.0,5.67,99.93,0.43,6.78,14.01,75.75,5.39,34.93,0.846
3.39,17.89,61.56,0.47,19.56,99.68,0.41,13.65,25.41,73.72,4.39,36.36,0.747
1.64,14.94,75.44,0.0,10.19,99.69,0.5,8.17,16.35,75.06,5.32,33.72,0.828
5.42,16.16,48.54,0.15,29.09,99.38,0.42,33.4,32.86,73.31,11.27,52.39,0.69
3.36,17.89,61.56,0.47,19.56,99.68,0.41,13.65,25.41,73.72,4.39,41.16,0.747
2.83,17.89,61.56,0.47,19.56,99.68,0.41,13.65,25.41,73.72,4.39,35.23,0.747
2.06,9.54,81.99,0.4,9.32,99.88,0.56,6.71,11.87,74.8,2.76,32.36,0.894
2.21,14.94,75.44,0.0,10.19,99.69,0.5,8.17,16.35,75.06,5.32,33.86,0.828
4.73,16.03,50.76,0.56,28.35,99.74,0.37,25.18,30.43,69.83,6.89,39.7,0.694
1.61,15.88,71.15,0.0,9.74,100.0,0.41,9.27,20.24,73.44,5.91,34.76,0.806
10.41,17.69,33.92,7.79,29.59,77.94,0.45,40.56,46.56,55.39,8.12,51.74,0.643
11.25,20.94,60.15,5.1,20.45,97.45,0.46,19.64,25.07,70.81,4.48,42.86,0.75
2.1,13.13,66.83,0.16,12.35,99.17,0.47,12.95,24.65,75.92,5.18,44.29,0.806
6.84,12.18,69.68,0.0,13.11,98.33,0.62,11.49,19.8,79.02,2.82,37.33,0.844
3.9,20.94,60.15,5.1,20.45,97.45,0.46,19.64,25.07,70.81,4.48,46.34,0.75
10.92,17.69,33.92,7.79,29.59,77.94,0.45,40.56,46.56,55.39,8.12,50.78,0.643
7.95,16.18,41.82,2.26,32.13,96.17,0.36,36.98,37.37,68.88,7.85,50.36,0.635
4.36,27.41,37.36,2.38,32.77,85.96,0.43,47.82,45.44,61.4,10.54,48.38,0.63
5.49,23.09,52.42,0.83,18.46,97.67,0.41,26.83,32.54,68.12,4.64,41.36,0.712
12.9,27.61,40.22,6.29,19.75,90.52,0.45,38.0,44.21,61.11,5.63,57.16,0.655
6.46,20.2,48.41,0.27,16.52,97.95,0.48,20.8,36.71,56.03,5.17,44.74,0.724
0.42,9.54,81.99,0.4,9.32,99.88,0.56,6.71,11.87,74.8,2.76,44.14,0.894
2.83,12.18,69.68,0.0,13.11,98.33,0.62,11.49,19.8,79.02,2.82,39.18,0.844
9.5,19.19,40.6,0.36,36.61,96.84,0.34,38.67,36.16,74.74,9.42,57.52,0.63
8.81,19.19,40.6,0.36,36.61,96.84,0.34,38.67,36.16,74.74,9.42,50.59,0.63
4.16,10.89,52.99,0.0,26.79,99.76,0.38,26.11,27.81,74.77,8.92,46.38,0.71
6.87,17.54,50.51,0.0,27.02,95.12,0.34,28.25,30.19,76.41,7.75,44.96,0.676
9.94,19.19,40.6,0.36,36.61,96.84,0.34,38.67,36.16,74.74,9.42,50.18,0.63
6.12,17.36,42.94,0.81,34.8,99.38,0.38,35.4,36.37,70.27,7.62,44.36,0.662
3.75,10.89,52.99,0.0,26.79,99.76,0.38,26.11,27.81,74.77,8.92,40.6,0.71
2.41,18.06,59.67,0.0,21.57,98.96,0.39,20.3,27.26,73.38,4.64,33.99,0.746
3.94,18.06,59.67,0.0,21.57,98.96,0.39,20.3,27.26,73.38,4.64,39.17,0.746
2.54,18.06,59.67,0.0,21.57,98.96,0.39,20.3,27.26,73.38,4.64,32.04,0.746
6.72,18.19,44.64,0.66,24.3,99.45,0.41,27.62,35.04,73.17,6.36,42.73,0.684
3.11,10.89,52.99,0.0,26.79,99.76,0.38,26.11,27.81,74.77,8.92,38.74,0.71
4.18,18.06,59.67,0.0,21.57,98.96,0.39,20.3,27.26,73.38,4.64,44.69,0.746
5.95,18.39,47.07,0.0,23.13,97.77,0.35,22.66,34.18,71.94,6.56,42.0,0.696
6.02,14.13,49.48,0.0,28.21,98.52,0.34,25.62,32.29,73.3,8.69,47.02,0.692
5.43,19.05,47.61,0.14,27.91,99.65,0.34,30.3,34.71,71.67,9.31,43.92,0.682
5.95,14.13,49.48,0.0,28.21,98.52,0.34,25.62,32.29,73.3,8.69,43.77,0.692
4.9,17.54,50.51,0.0,27.02,95.12,0.34,28.25,30.19,76.41,7.75,46.32,0.676
5.34,17.54,50.51,0.0,27.02,95.12,0.34,28.25,30.19,76.41,7.75,41.45,0.676
